"Subject","Course","Course_Title","As","Bs","Cs","Ds","Fs","GPA","N"
"PHIL",3505,"Modern Logic & Dev",9,9,3,0,0,3.34,21
"PHIL",4224,"Epistemology",6,3,3,0,0,3.28,12
"PHIL",4604,"Philosophy of Biology",4,3,1,1,1,2.8,10
"PHIL",5505,"Symbolic Logic",9,4,0,0,0,3.74,13
"PHS",1514,"Personal Health",423,36,5,1,1,3.86,466
"PHS",3534,"Drug Education",444,27,5,1,0,3.91,477
"PHS",5004,"Fundamentals Public Health",43,1,0,0,0,3.98,44
"PHS",5025,"Epi & Quant Meth Publ Hlth",28,6,2,0,0,3.72,36
"PHS",5034,"Health Behav & Health Ed",39,3,0,0,0,3.93,42
"PHS",5044,"Public Health Administration",17,0,0,0,0,4,17
"PHS",5204,"Prin Community Health Ed",26,0,0,0,0,3.99,26
"PHS",5224,"Comp Health Systems",11,0,0,0,0,4,11
"PHS",5314,"Infectious Disease Epidemiol",23,0,0,0,0,3.92,23
"PHS",5334,"Principles Infectious Diseases",13,4,1,1,0,3.54,19
"PHS",5644,"Program Evaluation",20,5,0,0,0,3.8,25
"PHS",5934,"MPH Professional Preparation",39,0,0,0,0,3.97,39
"PHS",5984,"SS:MPH Professional Skills",32,0,0,0,0,3.98,32
"PHYS",1055,"Introduction to Astronomy",504,76,28,12,6,3.67,626
"PHYS",1155,"Astronomy Laboratory",109,3,3,0,2,3.84,117
"PHYS",2074,"Contemporary Physics",19,31,10,4,0,3.02,64
"PHYS",2205,"General Physics",210,324,87,15,7,3.08,643
"PHYS",2206,"General Physics",66,29,14,6,2,3.28,117
"PHYS",2215,"General Physics Laboratory",509,34,4,1,0,3.86714285714286,548
"PHYS",2216,"General Physics Laboratory",107,6,0,0,0,3.936,113
"PHYS",2305,"Foundations of Physics I",212,204,162,55,20,2.88722222222222,653
"PHYS",2306,"Foundations of Physics I",207,407,306,71,23,2.6916,1014
"PHYS",2325,"Seminar for Physics Majors",106,26,6,6,6,3.46142857142857,150
"PHYS",2404,"Physics Outreach",12,0,0,0,0,4,12
"PHYS",2504,"Math Methods in Physics",20,29,20,5,3,2.75,77
"PHYS",3324,"Modern Physics",44,23,17,6,8,2.93,98
"PHYS",3356,"Intermediate Mechanics",6,10,12,10,1,2.26,39
"PHYS",3405,"Intermed Elec & Mag",20,26,23,1,1,2.88,71
"PHYS",3655,"Introduction to Astrophysics",55,16,6,2,3,3.41,82
"PHYS",4224,"Physics Teaching and Learning",16,4,0,0,0,3.85,20
"PHYS",4315,"Modern Experimental Physics",33,6,0,0,0,3.75,39
"PHYS",4456,"Intro Quantum Mech",6,17,7,1,1,2.81,32
"PHYS",4504,"Intro Nuc Part Phys",15,2,1,0,0,3.74,18
"PHYS",4614,"Optics",6,7,1,1,1,2.94,16
"PHYS",5354,"Classical Mechanics",8,8,3,0,0,3.22,19
"PHYS",5405,"Classical Electromagnetism",1,18,3,0,0,2.95,22
"PHYS",5456,"Quantum Mechanics",7,3,2,0,0,3.34,12
"PHYS",5555,"Solid-State Physics",12,0,0,0,0,3.93,12
"PHYS",5564,"Advanced Polymer Physics",8,3,1,0,0,3.61,12
"PHYS",5714,"Methods of Theoretical Physics",5,11,6,0,0,2.97,22
"PPWS",4104,"Plant Pathology",15,17,10,3,1,2.91,46
"PPWS",4114,"Microbe Forensics/Biosecurity",38,8,1,0,0,3.74,47
"PPWS",4604,"Biological Invasions",10,3,0,0,0,3.7,13
"PPWS",5704,"Weed Science and Management",8,5,2,0,0,3.42,15
"PPWS",6004,"TS: Field PPWS",14,0,0,0,0,4,14
"PSCI",1004,"Nations and Nationalities",58,117,46,7,6,2.859,234
"PSCI",1014,"US Gov & Politics",73,118,18,4,4,3.15,217
"PSCI",1024,"Comp Gov & Politics",56,39,11,4,0,3.31,110
"PSCI",1034,"Intro to Int'l Studies & PSCI",58,48,11,1,5,3.21,123
"PSCI",2014,"Intro to Political Theory",35,93,10,1,3,3.165,142
"PSCI",2024,"Research Methods",73,72,15,2,3,3.236,165
"PSCI",2054,"Introduction to World Politics",67,35,19,6,2,3.145,129
"PSCI",2064,"Global Econ and World Politics",15,11,1,1,0,3.355,28
"PSCI",2134,"Geog of the Global Economy",6,3,1,0,0,3.44,10
"PSCI",2984,"SS:Intellignce & Nat'l Securty",15,6,2,0,0,3.55,23
"PSCI",3015,"Political Theory",9,13,2,2,1,3.01,27
"PSCI",3016,"Political Theory",19,5,1,1,1,3.37,27
"PSCI",3114,"Global Security",19,7,0,0,1,3.5,27
"PSCI",3115,"Selected World Problems",4,6,1,0,0,3.3,11
"PSCI",3244,"Political Communication",15,1,0,3,0,3.41,19
"PSCI",3314,"Congress",26,5,3,0,0,3.68,34
"PSCI",3324,"The Presidency",26,4,2,0,1,3.58,33
"PSCI",3334,"Judicial Process",16,15,5,1,1,3.15,38
"PSCI",3344,"Global Environ Issues",13,12,3,2,0,3.175,30
"PSCI",3364,"Con Law Civil and Pol Rights",33,5,1,0,0,3.71,39
"PSCI",3434,"Urban Politics",23,1,1,0,2,3.54,27
"PSCI",3514,"Latin Amer Politics",4,8,3,0,1,2.89,16
"PSCI",3516,"European Political Systems",10,12,3,0,2,3.04,27
"PSCI",3524,"Post-Communism",6,2,1,0,1,3.11,10
"PSCI",3544,"State of Israel",18,2,0,0,1,3.57,21
"PSCI",3564,"Violent Political Change",10,15,5,0,2,2.93,32
"PSCI",3615,"International Relations",28,16,8,6,2,3.04,60
"PSCI",3616,"International Relations",22,21,9,0,2,3.065,54
"PSCI",3625,"US-Russia Foreign Policies",12,3,3,0,0,3.45,18
"PSCI",3704,"National Security Strategy",16,7,2,0,0,3.44,25
"PSCI",3714,"The U. S. Policy Process",27,3,0,0,0,3.89,30
"PSCI",3734,"National Security",23,21,0,0,0,3.55,44
"PSCI",3754,"American Political Theory",10,6,3,1,0,3.24,20
"PSCI",3774,"Marxian Political Analysis",6,4,0,0,1,3.22,11
"PSCI",3794,"Terrorism and Counterterrorism",18,17,1,0,1,3.34,37
"PSCI",4324,"Constl Law",9,7,0,0,0,3.53,16
"PSCI",4614,"Sr Sem Intl Relations",13,0,0,0,0,3.98,13
"PSCI",4734,"Int'l Conflict Management",8,4,1,0,0,3.4,13
"PSCI",5115,"Research Methods",11,11,1,0,0,3.4,23
"PSCI",5214,"Contemporary Political Theory",12,5,0,0,0,3.65,17
"PSVP",2044,"Peace and Violence",46,10,3,0,1,3.66,60
"PSYC",1004,"Introductory Psychology",204,440,293,61,23,2.71,1021
"PSYC",1024,"Pathways Psychology Major",59,16,6,2,0,3.51,83
"PSYC",1094,"Prin Psyc Research",129,50,6,1,1,3.5575,187
"PSYC",2034,"Developmental Psychology",162,47,8,0,1,3.6425,218
"PSYC",2044,"Psychology of Learning",68,38,20,1,3,3.34,130
"PSYC",2054,"Psychology of Personality",59,37,11,7,1,3.20666666666667,115
"PSYC",2064,"Nervous Systems & Behavior",91,47,7,4,1,3.45,150
"PSYC",2084,"Social Psychology",112,49,9,4,2,3.455,176
"PSYC",2984,"SS:Psyc of Soc Interventions",18,32,3,0,0,3.33,53
"PSYC",2984,"SS:Transfer Studnt Course PSYC",13,4,2,0,0,3.48,19
"PSYC",3014,"Abnormal Psychology",148,84,16,2,1,3.486,251
"PSYC",3034,"Psyc Dis Children",12,8,2,2,0,3.3,24
"PSYC",3054,"Health Psychology",5,15,6,0,0,3.07,26
"PSYC",3154,"Psych Fdn of Educ",8,2,0,0,0,3.8,10
"PSYC",4024,"Indust/Organiz Psych",17,15,5,1,0,3.26,38
"PSYC",4034,"Adv Dev Psyc",41,46,14,7,1,3.075,109
"PSYC",4064,"Physiological Psychology",8,15,12,3,0,2.74,38
"PSYC",4114,"Cognitive Psychology",26,11,3,1,0,3.49,41
"PSYC",4134,"Language Development",24,17,2,0,0,3.45,43
"PSYC",4214,"Cognitive Psyc Lab",7,3,0,0,0,3.67,10
"PSYC",4234,"Develop Psyc Lab",53,1,0,0,0,3.9725,54
"PSYC",4264,"Lab in Phys Psyc",15,0,0,0,0,4,15
"PSYC",4364,"SR SEM:Challnges Chld/Adol Dev",11,3,0,0,0,3.66,14
"PSYC",4364,"SR SEM:Neuropsychology",7,2,1,0,0,3.6,10
"PSYC",4364,"SR SEM:Psychology of Aging",15,1,0,0,0,3.88,16
"PSYC",4364,"SR SEM:Psychology of Trauma",14,11,0,0,0,3.55,25
"PSYC",4364,"SR SEM:Self and Beyond Self",9,5,0,0,0,3.54,14
"PSYC",4984,"SS:Adv Research Methods",9,3,0,0,0,3.78,12
"PSYC",5315,"Research Methods",8,7,0,0,0,3.47,15
"PSYC",5554,"Social Development",10,1,0,0,0,3.91,11
"PSYC",6954,"TS:Emotion, Stress, Health",11,1,0,0,0,3.92,12
"REAL",2014,"Careers in Real Estate",17,11,0,1,0,3.44,29
"REAL",2984,"SS:Real Estate First Yr Seminr",8,3,0,1,0,3.5,12
"REAL",3014,"Prof Develop in Real Estate",30,8,3,0,0,3.66,41
"REAL",3024,"Applied Real Estate Develop",14,8,1,0,0,3.51,23
"REAL",4075,"Real Estate Studio",15,4,5,0,0,3.38,24
"RLCL",1004,"Investig in Religion & Culture",38,19,5,0,1,3.4,63
"RLCL",1024,"Judaism, Chrisitianity, Islam",35,69,11,1,4,3.04,120
"RLCL",1034,"Religion and the Modern World",24,29,1,0,0,3.49,54
"RLCL",1044,"Religious Ethics",4,17,2,0,2,2.78,25
"RLCL",1134,"Ancient Mediterranean World",8,2,0,0,0,3.77,10
"RLCL",1214,"Medieval",12,15,3,0,0,3.27,30
"RLCL",1904,"Religion and Culture In Asia",38,18,4,0,1,3.5,61
"RLCL",2124,"Religion in American Life",15,13,5,3,0,3.095,36
"RLCL",2324,"Islam",6,12,0,0,0,3.33,18
"RLCL",2414,"Hebrew Bible/Old Testament",6,9,1,0,0,3.33,16
"RLCL",2424,"New Testament",5,17,2,1,0,3.04,25
"RLCL",2444,"Greek and Roman Mythology",19,17,6,2,0,3.18,44
"RLCL",3214,"Religion and Culture in India",7,2,2,0,0,3.35,11
"RLCL",3414,"Jesus and The Gospels",10,3,0,0,0,3.68,13
"RLCL",4324,"Topics in Religion and Culture",10,1,1,0,0,3.7,12
"RTM",5014,"Intro to Biomedical Research",42,0,0,0,0,4,42
"RUS",1105,"Elementary Russian",22,12,2,2,1,3.30666666666667,39
"RUS",2105,"Intermediate Russian",10,6,0,0,0,3.61,16
"RUS",4204,"Topics Russian Civ",15,6,6,0,0,3.315,27
"SBIO",1234,"Intro Wood Desgn & Crftsmanshp",14,1,1,0,0,3.74,16
"SBIO",2104,"Principles of Packaging",10,15,10,3,4,2.55,42
"SBIO",2124,"Struct & Prop of Sust Biomatls",13,25,18,3,1,2.72,60
"SBIO",2784,"Global Forest Sustainability",8,14,5,1,0,3.06,28
"SBIO",3004,"Sust Nature-Based Enterprise",11,10,1,3,0,3.12,25
"SBIO",3214,"Food and Health Care Packaging",13,2,1,0,0,3.68,16
"SBIO",3224,"Packaging Distribution Systems",7,16,5,1,0,2.97,29
"SBIO",3284,"Packaging Polymers & Prod",18,3,0,0,0,3.79,21
"SBIO",3324,"Green Building Systems",15,11,1,0,0,3.44,27
"SBIO",3445,"Wood Design and Innovation",10,1,0,0,0,3.85,11
"SBIO",4024,"Packaging Design Global Dist",16,5,1,0,0,3.56,22
"SBIO",4314,"Design of Wood Structures",9,10,5,0,0,3.18,24
"SBIO",4715,"Wood House",8,8,3,0,1,3.12,20
"SOC",1004,"Introductory Sociology",369,344,76,14,12,3.41875,815
"SOC",1014,"Intro Social Anthrop",34,21,1,0,0,3.58,56
"SOC",1024,"First Year Experience Soc",27,3,1,0,2,3.61,33
"SOC",2004,"Social Problems",78,42,18,1,3,3.3025,142
"SOC",2014,"Dating, Marriage and Divorce",6,16,12,2,0,2.76,36
"SOC",2024,"Minority Group Relations",67,17,3,2,1,3.605,90
"SOC",2034,"Diversity Community Engagement",16,0,0,0,0,3.94,16
"SOC",2304,"Individual In Society",12,10,4,0,0,3.25,26
"SOC",2404,"Deviant Behavior",32,1,3,0,1,3.65,37
"SOC",3004,"Social Inequality",5,13,10,1,1,2.69,30
"SOC",3104,"Sociological Theory",21,13,1,0,0,3.51,35
"SOC",3204,"Social Research Methods",4,10,11,4,1,2.42,30
"SOC",3303,"Social Movements",9,5,1,1,0,3.32,16
"SOC",3414,"Criminology",52,18,13,2,0,3.25,85
"SOC",4014,"Sociology of the Family",18,22,8,0,0,3.25,48
"SOC",4034,"Sociology of Education",14,3,2,0,0,3.62,19
"SOC",4194,"Senior Seminar",15,4,0,1,0,3.65,20
"SOC",4424,"Juvenile Delinquency",16,9,9,3,1,2.92,38
"SOC",4434,"Advanced Topics in Criminology",13,2,0,0,0,3.85,15
"SOC",4444,"Schools, Violence, and Justice",29,9,1,0,0,3.64,39
"SOC",4984,"SS:System of Justice",12,2,0,2,0,3.48,16
"SOC",5114,"Contemp Social Theory",17,1,0,0,0,3.89,18
"SPAN",1105,"Elementary Spanish",50,21,8,3,0,3.384,82
"SPAN",2105,"Intermediate Spanish",50,25,0,0,0,3.61,75
"SPAN",2106,"Intermediate Spanish",11,8,1,0,0,3.52,20
"SPAN",2754,"Span-Am Culture/Civ",15,4,2,0,0,3.59,21
"SPAN",3105,"Gram/Composition/Conv",47,51,20,3,2,3.05428571428571,123
"SPAN",3106,"Gram/Composition/Conv",12,14,1,2,0,3.29,29
"SPAN",3304,"Intro Hispanic Lit",62,14,0,1,1,3.6675,78
"SPAN",3404,"Early Penin Culture & Lit",11,6,2,0,0,3.43,19
"SPAN",3444,"Early Span-Am Culture & Lit",21,10,0,0,0,3.68,31
"SPAN",3484,"Mod Andean/S Cone Cult Lit",21,2,1,0,0,3.78,24
"SPAN",3544,"Spanish Phonetics & Phonology",29,8,1,0,1,3.525,39
"SPAN",4104,"Advanced Grammar and Style",10,6,0,0,0,3.59,16
"SPAN",4334,"Hisp Life/Lit/Lang",13,3,1,0,0,3.67,17
"SPAN",4344,"Hispanic Lit & History",12,6,0,0,0,3.57,18
"STAT",1004,"Experience Learning from Data",10,4,1,0,0,3.6,15
"STAT",2004,"Introductory Statistics",72,96,31,14,5,3.02375,218
"STAT",2524,"Data Science",16,3,3,0,0,3.63,22
"STAT",3005,"Statistical Methods",56,30,8,2,3,3.165,99
"STAT",3006,"Statistical Methods",23,13,5,0,4,3.12,45
"STAT",3094,"SAS Programming",23,10,3,0,1,3.47,37
"STAT",3504,"Nonparametric Statistics",20,10,5,1,1,3.25,37
"STAT",3604,"Stat Social Sciences",53,45,25,9,5,2.91,137
"STAT",3615,"Biological Statistics",195,71,11,4,4,3.566,285
"STAT",3616,"Biological Statistics",8,8,3,0,0,3.31,19
"STAT",3654,"Intro Data Analytics & Visual",5,7,2,0,0,3.28,14
"STAT",3704,"Stat for Eng Apps",90,55,13,5,1,3.25,164
"STAT",4105,"Theoretical Statistics",10,9,8,5,5,2.42,37
"STAT",4204,"Experimental Designs",32,25,2,1,1,3.455,61
"STAT",4214,"Methods of Regression Analysis",11,12,1,0,1,3.29,25
"STAT",4584,"Advanced Calculus for STAT",22,5,0,0,0,3.74,27
"STAT",4604,"Stat Methods for Engr",85,32,3,0,2,3.56,122
"STAT",4705,"Statistics for Engr",31,22,10,4,0,3.22,67
"STAT",4706,"Statistics for Engr",107,24,0,1,1,3.675,133
"STAT",4714,"Prob & Stat for EE",118,44,26,5,7,3.285,200
"STAT",5034,"Inference Fundamentals",25,12,0,0,0,3.67,37
"STAT",5044,"Regression and ANOVA",30,7,0,0,0,3.72,37
"STAT",5104,"Prob Distrib Theory",28,7,0,0,0,3.71,35
"STAT",5204,"Exp Design: Concepts & Appl",21,4,0,0,0,3.86,25
"STAT",5214,"Adv Method Regression",15,1,1,0,0,3.81,17
"STAT",5444,"Bayesian Statistics",31,4,0,0,0,3.78,35
"STAT",5474,"Stat Quality Control",4,7,0,0,0,3.34,11
"STAT",5514,"Regression Analysis",20,0,0,0,0,4,20
"STAT",5525,"Data Analytics",20,0,0,0,0,4,20
"STAT",5544,"Spatial Statistics",13,0,0,0,0,4,13
"STAT",5605,"Biometry",28,10,2,0,0,3.6,40
"STAT",5615,"Statistics in Research",183,36,0,0,0,3.86,219
"STAT",5674,"Methods in Biostatistics",7,4,0,0,0,3.66,11
"STL",4304,"Patent Law",13,0,0,0,0,3.86,13
"STS",1504,"Humanities Science Environment",76,29,1,0,1,3.61833333333333,107
"STS",3105,"Sci & Techn in Modern Society",23,19,1,1,0,3.475,44
"STS",3314,"Medical Dilemmas & Human Exper",31,0,0,0,0,3.88,31
"STS",4304,"Issues in Hum, Sci, & Tech",2,9,1,0,0,3.23,12
"STS",5205,"Hist Sci & Tech",10,0,0,0,0,3.91,10
"STS",6534,"Cul Stu Sci Tech Med",9,1,0,0,0,3.84,10
"TA",1004,"TS:Perf Arts First Year Exper",12,5,1,1,0,3.47,19
"TA",2014,"Introduction to Theatre",271,192,43,6,2,3.4,514
"TA",2024,"Introduction to Acting",46,10,2,0,0,3.65,58
"TA",2104,"Fund of Theatre & Production",8,13,3,0,2,2.96,26
"TA",2114,"Script Analysis",15,5,1,0,0,3.6,21
"TA",2134,"Acting Lab",20,9,0,0,0,3.64,29
"TA",2135,"Theatre Design Lab",12,8,2,0,1,3.28,23
"TA",2204,"Creative Dance",56,2,0,0,0,3.94,58
"TA",2224,"Interm Perf Intensive",15,2,1,0,0,3.78,18
"TA",2984,"SS:Ballet",14,0,0,0,0,4,14
"TA",3014,"Theatre Production Lab",16,1,0,0,0,3.94,17
"TA",3105,"History of Drama and Theatre",17,7,1,0,2,3.34,27
"TA",3154,"TS:Comedy",8,3,1,0,0,3.56,12
"TA",3154,"TS:The Business of Acting",10,1,0,0,0,3.8,11
"TA",3174,"TS:Musical Theatre Dance",7,6,0,0,0,3.42,13
"TA",3604,"Arts Management",9,2,0,0,0,3.85,11
"TA",4315,"Directing",12,12,0,0,0,3.44,24
"TA",5015,"Graduate Seminar",9,7,0,0,0,3.54,16
"TBMH",5004,"Translational Biol, Med & Hlth",5,11,1,0,0,3.24,17
"TBMH",5105,"Prof Development and Ethics",19,0,0,0,0,4,19
"TBMH",5404,"Scientific Logic and Analysis",22,0,0,0,0,4,22
"UAP",1004,"Introduction to UAP Careers",8,7,8,4,1,2.6,28
"UAP",1024,"Urban Public Issues",12,9,0,1,2,3.17,24
"UAP",2014,"Urbanization and Development",11,6,0,1,0,3.42,18
"UAP",3024,"Urban and Regional Analysis",32,3,0,0,2,3.67,37
"UAP",3344,"Global Environ Issues",19,12,2,1,0,3.38,34
"UAP",3354,"Environ Policy & Plan",28,13,2,0,1,3.45,44
"UAP",4184,"Community Involvement",18,13,3,0,1,3.34,35
"UAP",4344,"Law of Critical Envl Areas",13,14,8,1,1,2.98,37
"UAP",4354,"Environ Prob Solving",10,12,0,0,0,3.5,22
"UAP",4374,"Land Use and Environ",35,19,2,0,0,3.56,56
"UAP",4384,"Pollution Contrl Plan",15,8,4,0,1,3.24,28
"UAP",4714,"Econ St and Loc Govt",12,4,0,0,0,3.68,16
"UAP",5124,"Planning Studio",14,0,0,0,0,4,14
"UAP",5224,"Quant Techs in Planng",21,4,0,0,0,3.8,25
"UAP",5234,"Urban Econ and Policy",13,0,1,0,0,3.75,14
"UAP",5624,"Urban Design Seminar",8,2,0,0,0,3.71,10
"UAP",5774,"Econ Develp Studio",22,0,0,0,0,3.7,22
"UAP",5784,"TS:Economic Develpmnt Planning",9,1,0,0,0,3.84,10
"UH",2004,"Careers in Medicine",84,5,0,0,0,3.92,89
"UH",2984,"SS:PGS Pre-Departure Acad Sem",14,0,0,0,0,4,14
"UH",3004,"TS:Biomedical Ethics",16,0,0,0,0,4,16
"UH",3004,"TS:Controversial Issue Sci/Soc",14,0,0,0,0,4,14
"UH",3004,"TS:Create!",15,0,0,0,0,3.98,15
"UH",3004,"TS:Cultural Impcts of Taxation",11,0,0,0,0,4,11
"UH",3004,"TS:Nutrition, Brain & Behavior",14,0,0,0,0,4,14
"UH",3004,"TS:The Good Life",10,0,0,0,0,4,10
"UNIV",1004,"College Success Strategies",67,6,3,1,2,3.7075,79
"UNIV",1824,"Pathway Exploring Your Future",371,66,10,2,3,3.734375,452
"VM",8014,"Veterinary Anatomy I",66,44,10,3,0,3.37,123
"VM",8024,"Descriptive Embryology",112,0,0,0,0,3.99,112
"VM",8034,"Veterinary Physiology I",68,43,11,1,0,3.43,123
"VM",8044,"Medical Biochemistry",41,44,26,10,2,2.89,123
"VM",8054,"Veterinary Histology",17,72,27,6,1,2.78,123
"VM",8064,"Veterinary Immunology",59,57,7,0,0,3.38,123
"VM",8074,"Vet Lrg Anml Hsbndry",49,53,7,0,0,3.36,109
"VM",8144,"Veterinary Ethology",69,52,2,0,0,3.54,123
"VM",8244,"Morph Nat Hist Mammal",25,7,0,0,0,3.74,32
"VM",8264,"Small Animal Nutrition",66,4,0,0,0,3.85,70
"VM",8274,"Pharmacology Topics",24,19,0,0,0,3.52,43
"VM",8314,"Fund Vet Pharmacol",9,44,57,9,1,2.41,120
"VM",8334,"Vet Bacteriol Mycol",16,72,30,2,0,2.85,120
"VM",8344,"Veterinary Ophthalmology",20,50,39,12,2,2.61,123
"VM",8374,"Fundamentals of Theriogenology",69,51,0,0,0,3.55,120
"VM",8384,"Food Animal Nutrition",13,12,1,0,0,3.37,26
"VM",8394,"Equine Nutrition",16,0,0,0,0,4,16
"VM",8404,"Veterinary Pathology II",76,40,4,0,0,3.57,120
"VM",8434,"Veterinary Public Health",37,73,13,1,0,3.17,124
"VM",8454,"Veterinary Clinical Nutrition",69,44,7,0,0,3.49,120
"VM",8544,"Veterinary Radiology",24,65,28,3,0,2.91,120
"VM",8586,"Small Animal Medicine",20,28,25,4,1,2.77,78
"VM",8614,"Veterinary Gastroenterology",11,54,54,4,1,2.58,124
"VM",8615,"Food An Med Surg",16,18,5,0,0,3.19,39
"VM",8624,"Vet Surgical Princ & Prac",26,86,12,0,0,3.13,124
"VM",8654,"Veterinary Neurology",30,72,21,1,0,3.05,124
"VM",8694,"Adv SA Clin Tech",35,26,4,0,0,3.4,65
"VM",8695,"Equine Medicine and Surgery",10,17,2,0,0,3.27,29
"VM",8984,"SS:Emergin & Exotic Dis of An",114,0,0,0,0,4,114
"VM",8984,"SS:Prof Found in Vet Med IV",124,0,0,0,0,4,124
"VM",8984,"SS:Professional Foundations I",122,0,0,0,0,4,122
"VM",8984,"SS:Vets in the Global Communty",26,3,0,0,0,3.84,29
"VM",9174,"Equine Neonatal Medicine",20,1,0,0,0,3.87,21
"WGS",1824,"Intro Women's & Gender Studies",226,29,3,1,3,3.78428571428571,262
"WGS",2114,"Feminist Theory",9,8,2,0,0,3.32,19
"WGS",2224,"Women and Creativity",12,6,0,0,0,3.7,18
"WGS",2264,"Race Class Gender Sexualities",16,1,1,0,0,3.77,18
